identifier,time,x,y
GK,969,1.96,-32.83
GK,970,1.81,-33.08
GK,971,1.81,-33.43
GK,972,1.76,-33.65
GK,973,1.76,-33.93
GK,974,1.8,-34.32
GK,975,1.9,-34.72
GK,976,2.04,-35.22
GK,977,2.13,-35.66
GK,978,2.14,-35.98
GK,979,2.23,-36.35
GK,980,2.22,-36.75
GK,981,2.33,-37.08
GK,982,2.29,-37.31
GK,983,2.22,-37.6
GK,984,2.14,-37.91
GK,985,1.95,-38.11
GK,986,1.78,-38.4
GK,987,1.68,-38.7
GK,988,1.69,-39.07
GK,989,1.75,-39.28
GK,990,1.77,-39.46
GK,991,1.79,-39.73
GK,992,1.72,-39.85
GK,993,1.61,-39.99
GK,994,1.46,-39.99
GK,995,1.42,-40.08
GK,996,1.28,-40.2
GK,997,1.21,-40.23
GK,998,1.1,-40.28
GK,999,1.05,-40.24
GK,1000,1.05,-40.2
GK,1001,1.04,-40.28
GK,1002,0.97,-40.31
GK,1003,1.05,-40.46
GK,1004,1.13,-40.51
GK,1005,1.07,-40.61
GK,1006,0.97,-40.56
GK,1007,0.84,-40.5
GK,1008,0.8,-40.56
GK,1009,0.9,-40.65
GK,1010,1.04,-40.69
GK,1011,1.09,-40.85
GK,1012,1.23,-41.05
GK,1013,1.27,-41.27
GK,1014,1.41,-41.59
GK,1015,1.39,-41.79
GK,1016,1.31,-42.04
GK,1017,1.16,-42.25
GK,1018,1.0,-42.37
GK,1019,0.84,-42.6
GK,1020,0.63,-42.86
GK,1021,0.4,-43.23
GK,1022,0.13,-43.43
GK,1023,-0.09,-43.63
GK,1024,-0.32,-43.8
GK,1025,-0.54,-43.88
GK,1026,-0.73,-43.91
GK,1027,-1.0,-44.05
GK,1028,-2.09,-44.59
GK,1029,-3.9,-45.36
GK,1030,-6.47,-46.31
GK,1031,-9.69,-47.39
GK,1032,-12.61,-48.43
GK,1033,-15.15,-49.4
GK,1034,-17.33,-50
GK,1035,-19.1,-49.51
GK,1036,-20.61,-49.03
GK,1037,-21.78,-48.65
GK,1038,-22.74,-48.34
GK,1039,-23.49,-48.01
GK,1040,-23.95,-47.66
GK,1041,-24.35,-47.33
GK,1042,-24.58,-47.11
GK,1043,-24.61,-46.84
GK,1044,-24.4,-46.61
GK,1045,-24.16,-46.43
GK,1046,-23.87,-46.29
GK,1047,-23.52,-46.16
GK,1048,-23.03,-46.17
GK,1049,-22.47,-46.06
GK,1050,-21.99,-45.96
GK,1051,-21.33,-45.75
GK,1052,-20.58,-45.6
GK,1053,-19.84,-45.38
GK,1054,-19.21,-45.23
GK,1055,-18.46,-45.06
GK,1056,-17.69,-44.97
GK,1057,-17.03,-44.86
GK,1058,-16.42,-44.78
GK,1059,-15.7,-44.7
GK,1060,-15.11,-44.66
GK,1061,-14.42,-44.71
GK,1062,-13.84,-44.73
GK,1063,-13.39,-44.69
GK,1064,-12.92,-44.66
GK,1065,-12.42,-44.53
GK,1066,-11.82,-44.32
GK,1067,-11.17,-44.06
GK,1068,-10.67,-43.94
GK,1069,-10.22,-43.7
GK,1070,-9.8,-43.5
GK,1071,-9.36,-43.4
GK,1072,-9.09,-43.2
GK,1073,-8.83,-43.14
GK,1074,-8.49,-43.21
GK,1075,-8.09,-43.32
GK,1076,-7.79,-43.36
GK,1077,-7.61,-43.33
GK,1078,-7.44,-43.27
GK,1079,-7.31,-43.19
GK,1080,-7.18,-43.04
GK,1081,-7.06,-42.92
GK,1082,-6.82,-42.75
GK,1083,-6.56,-42.7
GK,1084,-6.25,-42.79
GK,1085,-6.04,-42.84
GK,1086,-5.8,-42.75
GK,1087,-5.56,-42.64
GK,1088,-5.43,-42.56
GK,1089,-5.32,-42.48
GK,1090,-5.3,-42.38
GK,1091,-5.39,-42.18
GK,1092,-5.46,-41.96
GK,1093,-5.44,-41.72
GK,1094,-5.45,-41.59
GK,1095,-5.34,-41.57
GK,1096,-5.29,-41.54
GK,1097,-5.19,-41.39
GK,1098,-5.15,-41.19
GK,1099,-5.04,-41.02
GK,1100,-4.38,-40.09
GK,1101,-3.24,-38.61
GK,1102,-1.57,-36.57
GK,1103,0.49,-34.0
GK,1104,2.34,-31.66
GK,1105,4.02,-29.57
GK,1106,5.65,-27.77
GK,1107,7.13,-26.11
GK,1108,8.35,-24.73
GK,1109,9.54,-23.51
GK,1110,10.63,-22.46
GK,1111,11.57,-21.5
GK,1112,12.38,-20.7
GK,1113,13.01,-20.14
GK,1114,13.48,-19.56
GK,1115,13.89,-19.03
GK,1116,14.16,-18.64
GK,1117,14.44,-18.43
GK,1118,14.65,-18.16
GK,1119,15.39,-17.22
GK,1120,16.43,-15.73
GK,1121,17.72,-13.68
GK,1122,18.88,-11.99
GK,1123,19.96,-10.49
GK,1124,20.82,-9.1
GK,1125,21.45,-8.01
GK,1126,22.05,-7.21
GK,1127,22.62,-6.5
GK,1128,22.98,-5.96
GK,1129,23.25,-5.63
GK,1130,23.32,-5.42
GK,1131,23.31,-5.38
GK,1132,23.11,-5.41
GK,1133,22.75,-5.48
GK,1134,22.28,-5.62
GK,1135,21.72,-5.94
GK,1136,21.14,-6.3
GK,1137,20.64,-6.79
GK,1138,20.13,-7.31
GK,1139,19.66,-7.89
GK,1140,19.11,-8.39
GK,1141,18.52,-9.0
GK,1142,17.96,-9.62
GK,1143,17.37,-10.37
GK,1144,16.76,-11.08
GK,1145,16.1,-11.76
GK,1146,15.58,-12.48
GK,1147,15.06,-13.19
GK,1148,14.54,-13.92
GK,1149,13.93,-14.74
GK,1150,13.29,-15.52
GK,1151,12.54,-16.21
GK,1152,11.95,-16.98
GK,1153,11.48,-17.78
GK,1154,11.05,-18.56
GK,1155,10.51,-19.39
GK,1156,9.94,-20.27
GK,1157,9.43,-21.18
GK,1158,8.89,-22.13
GK,1159,8.48,-23.14
GK,1160,7.87,-24.92
GK,1161,7.1,-27.31
GK,1162,6.05,-30.25
GK,1163,4.72,-33.63
GK,1164,3.58,-36.58
GK,1165,2.66,-39.23
GK,1166,1.7,-41.69
GK,1167,0.94,-43.78
GK,1168,0.38,-45.68
GK,1169,-0.04,-47.4
GK,1170,-0.32,-49.02
GK,1171,-0.62,-50
GK,1172,-1.0,-49.2
GK,1173,-1.3,-48.36
GK,1174,-1.7,-47.7
GK,1175,-1.98,-46.99
GK,1176,-2.3,-46.35
GK,1177,-2.46,-45.76
GK,1178,-2.48,-45.14
GK,1179,-2.59,-44.54
GK,1180,-2.65,-43.94
GK,1181,-2.72,-43.35
GK,1182,-2.88,-42.7
GK,1183,-3.03,-42.07
GK,1184,-3.26,-41.52
GK,1185,-3.46,-40.99
GK,1186,-3.61,-40.44
GK,1187,-3.85,-39.87
GK,1188,-4.07,-39.24
GK,1189,-4.37,-38.73
GK,1190,-4.52,-38.33
GK,1191,-4.64,-37.93
GK,1192,-4.85,-37.55
GK,1193,-4.98,-37.18
GK,1194,-5.19,-36.78
GK,1195,-5.3,-36.56
GK,1196,-5.35,-36.38
GK,1197,-5.43,-36.23
GK,1198,-5.36,-36.19
GK,1199,-5.32,-36.1
GK,1200,-5.21,-36.11
GK,1201,-4.99,-36.25
GK,1202,-4.71,-36.36
GK,1203,-4.58,-36.57
GK,1204,-4.36,-36.69
GK,1205,-4.09,-36.8
GK,1206,-3.75,-36.83
GK,1207,-3.56,-36.91
GK,1208,-3.32,-37.08
GK,1209,-3.06,-37.35
GK,1210,-2.83,-37.71
GK,1211,-2.54,-38.11
GK,1212,-2.18,-38.5
GK,1213,-1.78,-38.79
GK,1214,-1.44,-39.11
GK,1215,-1.13,-39.33
GK,1216,-0.77,-39.52
GK,1217,-0.39,-39.64
GK,1218,-0.12,-39.86
GK,1219,-0.01,-39.98
GK,1220,-0.02,-40.11
GK,1221,-0.09,-40.14
GK,1222,-0.03,-40.22
GK,1223,0.06,-40.4
GK,1224,0.17,-40.6
GK,1225,0.14,-40.76
GK,1226,0.15,-41.0
GK,1227,0.09,-41.09
GK,1228,-0.07,-41.15
GK,1229,-1.11,-41.63
GK,1230,-2.88,-42.5
GK,1231,-5.37,-43.8
GK,1232,-8.35,-45.4
GK,1233,-11.95,-47.33
GK,1234,-15.89,-49.41
GK,1235,-19.44,-50
GK,1236,-22.52,-49.04
GK,1237,-25.29,-48.22
GK,1238,-27.66,-47.48
GK,1239,-29.58,-46.78
GK,1240,-30,-46.28
GK,1241,-29.25,-45.82
GK,1242,-28.51,-45.39
GK,1243,-27.73,-45.11
GK,1244,-26.95,-44.82
GK,1245,-26.09,-44.62
GK,1246,-25.23,-44.35
GK,1247,-24.4,-44.06
GK,1248,-23.45,-43.81
GK,1249,-22.44,-43.44
GK,1250,-21.54,-43.04
GK,1251,-20.75,-42.71
GK,1252,-19.96,-42.42
GK,1253,-19.3,-42.22
GK,1254,-18.67,-41.91
GK,1255,-17.98,-41.66
GK,1256,-17.28,-41.33
GK,1257,-16.61,-40.97
GK,1258,-15.06,-40.3
GK,1259,-12.69,-39.39
GK,1260,-9.77,-38.22
GK,1261,-7.16,-37.04
GK,1262,-3.88,-35.65
GK,1263,-0.2,-33.98
GK,1264,3.91,-32.13
GK,1265,8.3,-30.02
GK,1266,13.0,-27.67
GK,1267,18.11,-25.29
GK,1268,22.74,-23.2
GK,1269,26.74,-21.32
GK,1270,30,-19.79
GK,1271,28.31,-18.35
GK,1272,26.61,-17.11
GK,1273,24.86,-16.08
GK,1274,23.26,-15.22
GK,1275,21.68,-14.42
GK,1276,20.17,-13.71
GK,1277,18.65,-13.26
GK,1278,17.15,-12.9
GK,1279,15.82,-12.71
GK,1280,14.62,-12.5
GK,1281,13.62,-12.47
GK,1282,12.55,-12.59
GK,1283,11.59,-12.89
GK,1284,10.8,-13.21
GK,1285,9.93,-13.52
GK,1286,9.23,-13.91
GK,1287,8.62,-14.3
GK,1288,7.95,-14.61
GK,1289,7.38,-14.99
GK,1290,6.88,-15.28
GK,1291,6.46,-15.68
GK,1292,5.95,-16.09
GK,1293,5.43,-16.61
GK,1294,4.87,-17.11
GK,1295,4.24,-17.54
GK,1296,3.6,-18.07
GK,1297,2.97,-18.51
GK,1298,2.48,-19.07
GK,1299,1.95,-19.71
GK,1300,1.59,-20.35
GK,1301,1.14,-20.84
GK,1302,0.63,-21.28
GK,1303,0.12,-21.62
GK,1304,-0.21,-22.08
GK,1305,-0.37,-22.48
GK,1306,-0.4,-22.75
GK,1307,-0.44,-23.02
GK,1308,-0.54,-23.33
GK,1309,-0.76,-23.57
GK,1310,-1.64,-24.5
GK,1311,-2.99,-25.95
GK,1312,-4.9,-28.01
GK,1313,-7.16,-30.53
GK,1314,-9.3,-32.79
GK,1315,-11.23,-34.78
GK,1316,-12.99,-36.47
GK,1317,-14.5,-38.05
GK,1318,-15.83,-39.47
GK,1319,-17.03,-40.63
GK,1320,-18.12,-41.59
GK,1321,-19.01,-42.39
GK,1322,-19.63,-43.15
GK,1323,-20.05,-43.86
GK,1324,-20.22,-44.48
GK,1325,-20.32,-44.96
GK,1326,-20.22,-45.48
GK,1327,-20.0,-45.87
GK,1328,-19.81,-46.12
GK,1329,-19.06,-46.95
GK,1330,-17.68,-48.34
GK,1331,-15.82,-50
GK,1332,-13.23,-48.73
GK,1333,-10.1,-47.16
GK,1334,-6.41,-45.27
GK,1335,-2.29,-43.21
GK,1336,1.42,-41.46
GK,1337,4.86,-39.82
GK,1338,7.88,-38.25
GK,1339,10.66,-36.94
GK,1340,13.23,-35.73
GK,1341,15.41,-34.57
GK,1342,17.22,-33.43
GK,1343,18.73,-32.29
GK,1344,20.11,-31.32
GK,1345,21.32,-30.51
GK,1346,22.37,-29.81
GK,1347,23.14,-29.16
GK,1348,23.59,-28.7
GK,1349,23.75,-28.39
GK,1350,23.77,-28.12
GK,1351,23.75,-27.98
GK,1352,23.72,-27.99
GK,1353,23.5,-28.02
GK,1354,23.22,-27.93
GK,1355,22.89,-27.82
GK,1356,22.5,-27.77
GK,1357,22.06,-27.67
GK,1358,21.54,-27.49
GK,1359,20.89,-27.31
GK,1360,20.12,-27.29
GK,1361,19.46,-27.21
GK,1362,18.73,-27.04
GK,1363,18.0,-26.84
GK,1364,17.29,-26.8
GK,1365,16.66,-26.85
GK,1366,16.17,-26.89
GK,1367,15.72,-27.06
GK,1368,15.19,-27.18
GK,1369,14.56,-27.17
GK,1370,13.99,-27.27
GK,1371,13.49,-27.31
GK,1372,13.01,-27.42
GK,1373,12.51,-27.56
GK,1374,11.97,-27.71
GK,1375,11.55,-27.9
GK,1376,11.25,-28.11
GK,1377,11.07,-28.45
GK,1378,10.87,-28.74
GK,1379,10.7,-28.95
GK,1380,10.58,-29.25
GK,1381,10.35,-29.44
GK,1382,10.18,-29.75
GK,1383,10.0,-29.96
GK,1384,9.82,-30.11
GK,1385,9.64,-30.22
GK,1386,9.43,-30.45
GK,1387,9.24,-30.68
GK,1388,9.18,-30.94
GK,1389,9.07,-31.29
GK,1390,8.98,-31.68
GK,1391,9.01,-32.13
GK,1392,9.05,-32.55
GK,1393,9.05,-32.95
GK,1394,8.95,-33.36
GK,1395,8.86,-33.8
GK,1396,8.78,-34.26
GK,1397,8.63,-34.6
GK,1398,8.41,-34.97
GK,1399,8.29,-35.41
GK,1400,8.06,-35.86
GK,1401,7.83,-36.18
GK,1402,7.54,-36.52
GK,1403,7.25,-36.83
GK,1404,7.09,-37.1
GK,1405,6.95,-37.35
GK,1406,6.91,-37.44
GK,1407,6.73,-37.66
GK,1408,6.55,-37.8
GK,1409,6.49,-37.97
GK,1410,6.52,-38.13
GK,1411,6.59,-38.34
GK,1412,6.52,-38.46
GK,1413,6.42,-38.64
GK,1414,6.33,-38.75
GK,1415,6.16,-38.92
GK,1416,5.96,-39.15
GK,1417,5.67,-39.33
GK,1418,5.52,-39.42
GK,1419,5.3,-39.58
GK,1420,5.12,-39.73
GK,1421,4.91,-39.94
GK,1422,4.69,-40.23
GK,1423,4.36,-40.6
GK,1424,3.93,-40.84
GK,1425,3.57,-40.93
GK,1426,3.32,-41.11
GK,1427,3.15,-41.25
GK,1428,3.07,-41.41
GK,1429,2.89,-41.47
GK,1430,2.61,-41.48
GK,1431,2.48,-41.5
GK,1432,2.39,-41.47
GK,1433,2.28,-41.4
GK,1434,2.13,-41.3
GK,1435,1.95,-41.28
GK,1436,1.69,-41.35
GK,1437,1.47,-41.35
GK,1438,1.21,-41.3
GK,1439,0.88,-41.33
GK,1440,0.49,-41.26
GK,1441,0.03,-41.08
GK,1442,-0.45,-40.94
GK,1443,-0.89,-40.72
GK,1444,-1.34,-40.54
GK,1445,-1.65,-40.33
GK,1446,-2.03,-40.12
GK,1447,-2.44,-39.96
GK,1448,-2.74,-39.86
GK,1449,-2.96,-39.67
GK,1450,-3.24,-39.57
GK,1451,-3.47,-39.53
GK,1452,-3.59,-39.4
GK,1453,-3.59,-39.18
GK,1454,-3.47,-39.1
GK,1455,-3.3,-38.98
GK,1456,-3.03,-38.91
GK,1457,-2.77,-38.74
GK,1458,-2.48,-38.54
GK,1459,-2.34,-38.47
GK,1460,-2.11,-38.44
GK,1461,-2.02,-38.37
GK,1462,-2.06,-38.44
GK,1463,-2.14,-38.39
GK,1464,-2.11,-38.27
GK,1465,-2.2,-38.11
GK,1466,-2.15,-37.83
GK,1467,-2.21,-37.57
GK,1468,-2.2,-37.48
GK,1469,-2.13,-37.53
GK,1470,-2.14,-37.66
GK,1471,-2.21,-37.75
GK,1472,-2.34,-37.89
GK,1473,-2.53,-38.04
GK,1474,-2.74,-38.13
GK,1475,-2.89,-38.09
GK,1476,-2.89,-38.16
GK,1477,-2.9,-38.1
GK,1478,-2.97,-38.03
GK,1479,-3.03,-37.88
GK,1480,-3.2,-37.84
GK,1481,-3.49,-37.9
GK,1482,-3.8,-38.02
GK,1483,-3.99,-38.01
GK,1484,-4.27,-37.93
GK,1485,-4.5,-37.89
GK,1486,-5.55,-37.73
GK,1487,-7.49,-37.52
GK,1488,-10.08,-37.27
GK,1489,-12.26,-36.98
GK,1490,-14.09,-36.75
GK,1491,-15.78,-36.66
GK,1492,-17.14,-36.52
GK,1493,-18.25,-36.38
GK,1494,-19.17,-36.18
GK,1495,-20.04,-36.0
GK,1496,-20.87,-35.79
GK,1497,-21.49,-35.64
GK,1498,-21.91,-35.5
GK,1499,-22.32,-35.47
GK,1500,-22.49,-35.52
GK,1501,-22.49,-35.61
GK,1502,-22.28,-35.67
GK,1503,-21.9,-35.85
GK,1504,-21.54,-36.04
GK,1505,-21.05,-36.22
GK,1506,-19.65,-36.72
GK,1507,-17.56,-37.5
GK,1508,-14.78,-38.4
GK,1509,-11.35,-39.57
GK,1510,-7.52,-40.81
GK,1511,-4.03,-41.96
GK,1512,-0.95,-43.03
GK,1513,1.8,-44.07
GK,1514,4.17,-45.08
GK,1515,6.19,-45.86
GK,1516,7.91,-46.62
GK,1517,9.45,-47.24
GK,1518,10.9,-47.91
GK,1519,12.09,-48.4
GK,1520,13.01,-48.83
GK,1521,13.76,-49.16
GK,1522,14.52,-49.45
GK,1523,15.14,-49.81
GK,1524,15.66,-50
GK,1525,16.11,-49.94
GK,1526,16.46,-49.85
GK,1527,16.7,-49.7
GK,1528,16.93,-49.52
GK,1529,17.15,-49.27
GK,1530,17.22,-49.18
GK,1531,17.34,-49.17
GK,1532,17.41,-49.1
GK,1533,17.37,-49.0
GK,1534,17.32,-48.88
GK,1535,17.17,-48.65
GK,1536,16.91,-48.47
GK,1537,16.73,-48.24
GK,1538,16.64,-48.16
GK,1539,16.41,-48.2
GK,1540,16.17,-48.32
GK,1541,16.01,-48.34
GK,1542,15.77,-48.24
GK,1543,15.48,-48.1
GK,1544,15.3,-48.07
GK,1545,15.02,-48.11
GK,1546,14.75,-48.03
GK,1547,14.54,-48.04
GK,1548,13.43,-48.13
GK,1549,11.57,-48.14
GK,1550,8.88,-48.2
GK,1551,5.42,-48.27
GK,1552,2.3,-48.26
GK,1553,-0.59,-48.3
GK,1554,-4.18,-48.27
GK,1555,-8.41,-48.26
GK,1556,-13.03,-48.3
GK,1557,-18.09,-48.3
GK,1558,-22.67,-48.34
GK,1559,-26.67,-48.41
GK,1560,-30,-48.36
GK,1561,-28.4,-48.4
GK,1562,-26.81,-48.32
GK,1563,-25.18,-48.19
GK,1564,-23.58,-48.12
GK,1565,-22.0,-47.97
GK,1566,-20.42,-47.73
GK,1567,-18.98,-47.58
GK,1568,-17.75,-47.44
GK,1569,-16.51,-47.27
GK,1570,-15.26,-47.04
GK,1571,-14.06,-46.78
GK,1572,-12.93,-46.62
GK,1573,-11.81,-46.46
GK,1574,-10.86,-46.41
GK,1575,-9.88,-46.4
GK,1576,-9.09,-46.44
GK,1577,-8.43,-46.55
GK,1578,-7.94,-46.59
GK,1579,-7.42,-46.59
GK,1580,-7.06,-46.61
GK,1581,-6.72,-46.67
GK,1582,-6.35,-46.62
GK,1583,-5.98,-46.52
GK,1584,-5.73,-46.37
GK,1585,-5.43,-46.17
GK,1586,-5.23,-45.98
GK,1587,-4.99,-45.91
GK,1588,-4.8,-45.84
GK,1589,-4.72,-45.72
GK,1590,-4.74,-45.55
GK,1591,-4.76,-45.43
GK,1592,-4.67,-45.34
GK,1593,-4.46,-45.35
GK,1594,-4.19,-45.49
GK,1595,-4.03,-45.71
GK,1596,-3.88,-45.96
GK,1597,-3.86,-46.11
GK,1598,-3.86,-46.22
GK,1599,-3.9,-46.35
GK,1600,-3.87,-46.56
GK,1601,-3.76,-46.7
GK,1602,-3.78,-46.81
GK,1603,-3.78,-46.8
GK,1604,-3.71,-46.82
GK,1605,-3.72,-46.75
GK,1606,-3.62,-46.6
GK,1607,-3.5,-46.41
GK,1608,-2.93,-45.37
GK,1609,-1.92,-43.6
GK,1610,-0.53,-41.26
GK,1611,1.18,-38.27
GK,1612,3.22,-34.78
GK,1613,5.41,-30.8
GK,1614,7.44,-27.16
GK,1615,9.24,-23.9
GK,1616,10.97,-21.01
GK,1617,12.61,-18.47
GK,1618,14.03,-16.2
GK,1619,15.16,-14.09
GK,1620,16.17,-12.35
GK,1621,17.08,-10.9
GK,1622,17.93,-9.56
GK,1623,18.69,-8.51
GK,1624,19.28,-7.68
GK,1625,19.62,-7.08
GK,1626,19.96,-6.57
GK,1627,20.14,-6.14
GK,1628,20.12,-5.97
GK,1629,20.06,-5.98
GK,1630,19.84,-6.13
GK,1631,19.47,-6.41
GK,1632,18.98,-6.76
GK,1633,18.56,-7.08
GK,1634,17.99,-7.45
GK,1635,17.32,-7.94
GK,1636,16.64,-8.52
GK,1637,16.0,-9.26
GK,1638,15.3,-10.06
GK,1639,14.54,-10.76
GK,1640,13.82,-11.55
GK,1641,13.2,-12.42
GK,1642,12.58,-13.22
GK,1643,12.04,-13.99
GK,1644,11.57,-14.85
GK,1645,11.25,-15.66
GK,1646,10.98,-16.49
GK,1647,10.83,-17.17
GK,1648,10.79,-17.76
GK,1649,10.77,-18.4
GK,1650,10.77,-19.12
GK,1651,10.83,-19.95
GK,1652,10.85,-20.86
GK,1653,10.93,-21.59
GK,1654,10.88,-22.25
GK,1655,10.69,-22.83
GK,1656,10.39,-23.27
GK,1657,10.02,-23.61
GK,1658,9.65,-23.85
GK,1659,9.35,-24.2
GK,1660,9.1,-24.43
GK,1661,8.77,-24.55
GK,1662,8.47,-24.63
GK,1663,8.22,-24.68
GK,1664,8.01,-24.89
GK,1665,7.87,-25.19
GK,1666,7.61,-25.37
GK,1667,7.42,-25.44
GK,1668,7.15,-25.44
GK,1669,6.79,-25.56
GK,1670,6.54,-25.78
GK,1671,6.23,-25.89
GK,1672,5.91,-25.9
GK,1673,5.74,-25.92
GK,1674,5.64,-25.93
GK,1675,5.48,-25.98
GK,1676,5.24,-26.03
GK,1677,5.02,-26.15
GK,1678,4.73,-26.37
GK,1679,4.36,-26.61
GK,1680,4.11,-26.73
GK,1681,3.76,-26.96
GK,1682,3.36,-27.06
GK,1683,3.08,-27.27
GK,1684,2.72,-27.56
GK,1685,2.45,-27.79
GK,1686,2.23,-28.14
GK,1687,2.15,-28.55
GK,1688,2.03,-28.9
GK,1689,1.86,-29.27
GK,1690,1.81,-29.72
GK,1691,1.87,-30.04
GK,1692,1.92,-30.26
GK,1693,1.95,-30.4
GK,1694,1.97,-30.65
GK,1695,1.99,-30.83
GK,1696,2.14,-30.94
GK,1697,2.34,-30.94
GK,1698,2.65,-30.86
GK,1699,3.8,-30.66
GK,1700,5.69,-30.31
GK,1701,8.4,-29.9
GK,1702,11.8,-29.38
GK,1703,15.68,-28.79
GK,1704,19.2,-28.29
GK,1705,22.35,-27.83
GK,1706,24.96,-27.42
GK,1707,27.07,-27.09
GK,1708,28.91,-26.71
GK,1709,30,-26.32
GK,1710,29.27,-26.0
GK,1711,28.41,-25.7
GK,1712,27.37,-25.47
GK,1713,26.32,-25.39
GK,1714,25.16,-25.22
GK,1715,24.07,-25.01
GK,1716,22.98,-24.77
GK,1717,21.81,-24.45
GK,1718,20.6,-24.17
GK,1719,19.3,-23.9
GK,1720,17.97,-23.57
GK,1721,16.81,-23.3
GK,1722,15.76,-23.02
GK,1723,14.8,-22.9
GK,1724,14.01,-22.86
GK,1725,13.25,-22.86
GK,1726,12.55,-22.97
GK,1727,11.96,-23.11
GK,1728,11.47,-23.16
GK,1729,11.08,-23.21
GK,1730,10.83,-23.42
GK,1731,10.72,-23.72
GK,1732,10.61,-24.05
GK,1733,10.52,-24.41
GK,1734,10.45,-24.76
GK,1735,10.27,-25.22
GK,1736,10.06,-25.69
GK,1737,9.78,-26.13
GK,1738,9.61,-26.61
GK,1739,9.51,-27.18
GK,1740,9.46,-27.63
GK,1741,9.3,-28.18
GK,1742,9.16,-28.64
GK,1743,9.04,-29.02
GK,1744,9.06,-29.5
GK,1745,9.04,-29.98
GK,1746,9.09,-30.53
GK,1747,9.01,-31.0
GK,1748,8.88,-31.43
GK,1749,8.82,-31.92
GK,1750,8.74,-32.3
GK,1751,8.61,-32.71
GK,1752,8.44,-32.98
GK,1753,8.18,-33.29
GK,1754,8.03,-33.62
GK,1755,7.83,-33.97
GK,1756,7.76,-34.42
GK,1757,7.61,-34.94
GK,1758,7.38,-35.49
GK,1759,7.1,-36.03
GK,1760,6.84,-36.63
GK,1761,6.55,-37.23
GK,1762,6.16,-37.74
GK,1763,5.88,-38.33
GK,1764,5.68,-38.9
GK,1765,5.1,-40.23
GK,1766,4.14,-42.13
GK,1767,2.9,-44.65
GK,1768,1.42,-47.83
GK,1769,-0.42,-50
GK,1770,-2.07,-48.28
GK,1771,-3.55,-46.72
GK,1772,-4.78,-45.35
GK,1773,-5.84,-44.05
GK,1774,-6.9,-42.77
GK,1775,-8.3,-41.01
GK,1776,-10.03,-38.78
GK,1777,-12.04,-36.08
GK,1778,-14.48,-32.97
GK,1779,-17.23,-29.4
GK,1780,-19.61,-26.32
GK,1781,-21.63,-23.59
GK,1782,-23.41,-21.16
GK,1783,-24.92,-19.03
GK,1784,-26.13,-17.17
GK,1785,-27.19,-15.58
GK,1786,-28.0,-14.21
GK,1787,-28.57,-13.02
GK,1788,-29.05,-12.09
GK,1789,-29.86,-10.66
GK,1790,-30,-8.62
GK,1791,-29.05,-5.91
GK,1792,-27.85,-2.71
GK,1793,-26.31,0.88
GK,1794,-24.81,4.0
GK,1795,-23.22,6.55
GK,1796,-21.67,8.73
GK,1797,-20.17,10.58
GK,1798,-18.82,12.04
GK,1799,-17.6,13.14
GK,1800,-16.41,13.83
GK,1801,-15.16,14.24
GK,1802,-13.88,14.42
GK,1803,-12.61,14.45
GK,1804,-11.4,14.23
GK,1805,-10.26,13.72
GK,1806,-9.26,13.12
GK,1807,-8.34,12.44
GK,1808,-7.5,11.47
GK,1809,-6.66,10.34
GK,1810,-6.01,9.14
GK,1811,-5.36,7.77
GK,1812,-4.77,6.32
GK,1813,-4.19,4.88
GK,1814,-3.57,3.42
GK,1815,-2.98,1.89
GK,1816,-2.5,0.27
GK,1817,-2.19,-1.28
GK,1818,-1.95,-2.92
GK,1819,-1.75,-4.52
GK,1820,-1.69,-6.13
GK,1821,-1.75,-7.61
GK,1822,-1.86,-9.17
GK,1823,-2.04,-10.55
GK,1824,-2.27,-11.85
GK,1825,-2.43,-13.0
GK,1826,-2.63,-14.0
GK,1827,-2.87,-14.92
GK,1828,-3.2,-15.72
GK,1829,-3.4,-16.5
GK,1830,-3.6,-17.13
GK,1831,-3.87,-17.69
GK,1832,-4.2,-18.11
GK,1833,-4.6,-18.62
GK,1834,-4.9,-19.11
GK,1835,-5.08,-19.7
GK,1836,-5.36,-20.29
GK,1837,-5.55,-20.99
GK,1838,-5.65,-21.71
GK,1839,-5.84,-22.33
GK,1840,-5.9,-23.0
GK,1841,-5.92,-23.53
GK,1842,-5.91,-24.09
GK,1843,-5.87,-24.75
GK,1844,-5.76,-25.27
GK,1845,-5.56,-25.75
GK,1846,-5.38,-26.28
GK,1847,-5.3,-26.73
GK,1848,-5.24,-27.24
GK,1849,-5.29,-27.84
GK,1850,-5.29,-28.5
GK,1851,-5.23,-29.08
GK,1852,-5.24,-29.65
GK,1853,-5.14,-30.3
GK,1854,-4.92,-30.96
GK,1855,-4.72,-31.7
GK,1856,-4.54,-32.27
GK,1857,-4.42,-32.81
GK,1858,-4.24,-33.41
GK,1859,-4.03,-34.04
GK,1860,-3.96,-34.68
GK,1861,-3.9,-35.16
GK,1862,-3.8,-35.56
GK,1863,-3.83,-35.89
GK,1864,-3.88,-36.09
GK,1865,-3.94,-36.22
GK,1866,-3.97,-36.22
GK,1867,-4.03,-36.35
GK,1868,-4.16,-36.55
GK,1869,-4.25,-36.75
GK,1870,-4.3,-37.06
GK,1871,-4.3,-37.39
GK,1872,-4.25,-37.77
GK,1873,-4.26,-38.02
GK,1874,-4.24,-38.35
GK,1875,-4.33,-38.54
GK,1876,-4.52,-38.67
